date,open,close,high,low,volume,code,returnRate,return
2015-03-20,4.702,4.702,4.702,4.702,315.0,603030,,
2015-03-23,5.172999999999999,5.172999999999999,5.172999999999999,5.172999999999999,101.0,603030,0.10017014036580162,0.10017014036580164
2015-03-24,5.69,5.69,5.69,5.69,215.0,603030,0.0999420065725887,0.0999420065725887
2015-03-25,6.26,6.26,6.26,6.26,215.0,603030,0.10017574692442871,0.10017574692442872
2015-03-26,6.8870000000000005,6.8870000000000005,6.8870000000000005,6.8870000000000005,1852.0,603030,0.1001597444089458,0.1001597444089458
2015-03-27,7.5760000000000005,7.5760000000000005,7.5760000000000005,7.1320000000000014,188738.38,603030,0.10004356033105852,0.10004356033105853
2015-03-30,7.9510000000000005,8.336,8.336,7.805,144233.0,603030,0.10031678986272435,0.10031678986272437
2015-03-31,8.952,9.168,9.168,8.455,104882.0,603030,0.09980806142034536,0.09980806142034536
2015-04-01,9.891,10.086,10.086,9.785,38426.0,603030,0.10013089005235615,0.10013089005235616
2015-04-02,11.094000000000001,11.094000000000001,11.094000000000001,11.094000000000001,5713.0,603030,0.09994051160023804,0.09994051160023804
2015-04-03,12.205,12.205,12.205,11.094000000000001,58730.0,603030,0.10014422210203702,0.10014422210203702
2015-04-07,13.329,11.844000000000001,13.425,11.804,221846.0,603030,-0.029578041786153125,-0.029578041786153125
2015-04-08,11.605,12.380999999999998,12.765,11.389000000000001,188129.0,603030,0.04533941236068872,0.04533941236068872
2015-04-09,11.93,11.495999999999999,12.049000000000001,11.144,124600.0,603030,-0.07148049430579112,-0.07148049430579112
2015-04-10,11.283,11.700999999999999,12.267999999999999,11.207,94595.0,603030,0.017832289491997225,0.017832289491997225
2015-04-13,11.572000000000001,12.378,12.696,11.509,139372.0,603030,0.05785830270917028,0.05785830270917028
2015-04-14,12.102,12.126,12.799000000000001,11.770999999999999,100026.0,603030,-0.020358700920988904,-0.020358700920988904
2015-04-15,12.059000000000001,13.339,13.339,11.804,146862.0,603030,0.10003298697014687,0.10003298697014687
2015-04-16,12.6,13.147,13.86,12.135,121701.0,603030,-0.014393882599895057,-0.014393882599895056
2015-04-17,12.832,12.185,13.147,11.99,103860.0,603030,-0.0731725869019548,-0.0731725869019548
2015-04-20,11.953,11.091,12.029000000000002,11.050999999999998,77015.0,603030,-0.08978251949117777,-0.08978251949117777
2015-04-21,11.104000000000001,11.405999999999999,11.505999999999998,11.104000000000001,39114.0,603030,0.02840140654584794,0.028401406545847937
2015-04-22,11.472000000000001,11.917,12.235,11.325999999999999,54210.0,603030,0.04480098193933027,0.04480098193933027
2015-04-23,11.87,13.107000000000001,13.107000000000001,11.720999999999998,148043.0,603030,0.09985734664764633,0.09985734664764633
2015-04-24,13.86,14.417,14.417,13.432,141355.0,603030,0.09994659342336146,0.09994659342336146
2015-04-27,14.258,14.241,15.007,13.594000000000001,126755.0,603030,-0.012207810224041073,-0.012207810224041072
2015-04-28,14.592,14.543,15.252,13.677,100506.0,603030,0.021206375956744582,0.021206375956744586
2015-04-29,14.258,14.228,14.523,13.263,54954.0,603030,-0.021659905108987108,-0.021659905108987108
2015-04-30,14.44,14.267000000000001,14.987,14.125,55425.0,603030,0.002741073938712502,0.002741073938712502
2015-05-04,13.975999999999999,14.145,14.921,13.86,44121.0,603030,-0.008551202074717996,-0.008551202074717995
2015-05-05,14.158,13.147,14.264000000000001,13.124,37798.0,603030,-0.07055496641922937,-0.07055496641922937
2015-05-06,13.255999999999998,12.878,13.495,12.716,34514.0,603030,-0.020460941659694237,-0.02046094165969424
2015-05-07,12.895,11.592,12.895,11.592,50668.0,603030,-0.09986022674328308,-0.09986022674328307
2015-05-08,11.87,12.55,12.583,11.681,51966.0,603030,0.08264320220841961,0.08264320220841961
2015-05-11,12.659,13.807,13.807,12.659,55912.0,603030,0.10015936254980076,0.10015936254980076
2015-05-12,14.125,15.186,15.186,13.793,82274.0,603030,0.0998768740493952,0.0998768740493952
2015-05-13,15.285,16.705,16.705,15.085999999999999,84225.0,603030,0.10002634005004599,0.100026340050046
2015-05-14,16.545,16.051,16.545,15.511,64722.0,603030,-0.039149955103262496,-0.039149955103262496
2015-05-15,15.876,16.565,16.942999999999998,15.418,63004.0,603030,0.03202292692044128,0.03202292692044128
2015-05-18,16.317,17.055999999999994,18.070999999999998,16.247,51107.0,603030,0.0296408089345,0.0296408089345
2015-05-19,17.076,16.525,17.719,15.915,51450.0,603030,-0.031132739212007238,-0.031132739212007238
2015-05-20,16.579,16.724,17.706,16.098,49631.0,603030,0.01204236006051447,0.01204236006051447
2015-05-21,16.585,18.396,18.396,16.419,41328.0,603030,0.09997608227696726,0.09997608227696726
2015-05-22,19.573,18.76,20.236,18.236,75546.0,603030,0.019786910197869143,0.019786910197869143
2015-05-25,18.236,19.218,19.854,17.242,57531.0,603030,0.024413646055437013,0.024413646055437013
2015-05-26,18.906,20.554000000000002,20.849,18.701,64563.0,603030,0.06951816005827881,0.06951816005827881
2015-05-27,20.564,22.61,22.61,20.226,62773.0,603030,0.10002919139826784,0.10002919139826784
2015-05-28,23.206999999999997,21.625,24.871,20.372,105736.0,603030,-0.04356479433878812,-0.04356479433878812
2015-05-29,20.66,20.222,22.65,19.463,83940.0,603030,-0.06487861271676294,-0.06487861271676294
2015-06-01,19.596,19.738,20.537,18.402,83774.0,603030,-0.023934328948669852,-0.023934328948669845
2015-06-02,19.894000000000002,19.268,20.226,18.9,47681.0,603030,-0.02381193636639978,-0.02381193636639978
2015-06-03,19.304000000000002,19.367,20.06,18.833,49291.0,603030,0.005138052729914895,0.0051380527299148965
2015-06-04,19.230999999999998,17.955,19.230999999999998,17.430999999999994,53344.0,603030,-0.072907523106315,-0.072907523106315
2015-06-05,18.236,18.873,19.125,18.17,49055.0,603030,0.05112781954887234,0.051127819548872334
2015-06-08,18.9,18.104,19.258,17.242,54852.0,603030,-0.04074603931542425,-0.04074603931542425
2015-06-09,17.58,18.502,18.939,17.414,50620.0,603030,0.02198409191338929,0.02198409191338929
2015-06-10,18.197,19.573,20.186,17.905,67266.0,603030,0.05788563398551516,0.05788563398551516
2015-06-11,19.278,21.180999999999997,21.267,19.234,85001.0,603030,0.08215398763602907,0.08215398763602907
2015-06-12,21.234,21.898000000000003,22.88,20.541,69969.0,603030,0.03385109296067258,0.03385109296067258
2015-06-15,21.37,19.738,21.868000000000002,19.708,62814.0,603030,-0.09863914512740905,-0.09863914512740904
2015-06-16,18.915,18.605999999999998,19.777,18.250999999999998,33429.0,603030,-0.057351302056946066,-0.05735130205694607
2015-06-17,18.769000000000002,18.745,19.24,17.421,28192.0,603030,0.007470708373643067,0.007470708373643067
2015-06-18,18.739,17.113,18.739,17.09,29597.0,603030,-0.08706321685782882,-0.08706321685782882
2015-06-19,16.293,15.401,16.658,15.401,27283.0,603030,-0.10004090457546894,-0.10004090457546894
2015-06-23,14.936,15.205,15.829,13.957,41402.0,603030,-0.012726446334653576,-0.012726446334653576
2015-06-24,15.493,14.936,15.927999999999999,14.485,48854.0,603030,-0.017691548832620856,-0.017691548832620856
2015-06-25,14.767000000000001,13.446,14.886,13.443,46912.0,603030,-0.09975897161221212,-0.09975897161221213
2015-06-26,12.942,12.102,13.107999999999999,12.102,30040.0,603030,-0.09995537706381076,-0.09995537706381076
2015-06-29,12.642999999999999,10.890999999999998,12.642999999999999,10.890999999999998,32958.0,603030,-0.10006610477607024,-0.10006610477607024
2015-06-30,10.257,11.322000000000001,11.415,9.802,70945.0,603030,0.03957396015058331,0.03957396015058332
2015-07-01,11.117,10.191,11.710999999999999,10.191,59323.0,603030,-0.09989401165871756,-0.09989401165871756
2015-07-02,9.822000000000001,9.172,9.955,9.172,51183.0,603030,-0.0999901874202728,-0.0999901874202728
2015-07-03,8.498,8.256,9.232000000000001,8.256,67847.0,603030,-0.09986916703009162,-0.09986916703009162
2015-07-06,9.082,7.47,9.082,7.43,79005.0,603030,-0.09520348837209308,-0.09520348837209308
2015-07-07,6.723,6.723,7.131,6.723,34708.0,603030,-0.09999999999999999,-0.1
2015-07-13,7.397,7.397,7.397,7.397,1423.0,603030,0.1002528633050722,0.1002528633050722
2015-07-14,8.137,8.137,8.137,8.137,491.0,603030,0.10004055698256052,0.10004055698256052
2015-07-15,8.95,8.747,8.95,8.462,148405.0,603030,0.07496620376059966,0.07496620376059966
2015-07-16,7.931,8.982999999999997,9.325,7.931,91037.0,603030,0.026980679089973373,0.026980679089973373
2015-07-17,8.996,9.882,9.882,8.996,78013.0,603030,0.10007792496938696,0.10007792496938696
2015-07-20,10.078,10.201,10.515999999999998,9.557,85585.0,603030,0.03228091479457608,0.03228091479457608
2015-07-21,9.939,10.237,10.552,9.557,60958.0,603030,0.0035290657778648746,0.003529065777864874
2015-07-22,10.154,10.503,10.536,9.955,68520.0,603030,0.025984175051284558,0.025984175051284558
2015-07-23,10.515999999999998,11.555,11.555,10.34,77445.0,603030,0.10016185851661426,0.10016185851661426
2015-07-24,11.946,11.455,12.364,11.083,94360.0,603030,-0.008654262224145361,-0.008654262224145361
2015-07-27,11.239,10.31,11.674000000000001,10.31,58357.0,603030,-0.09995635093845479,-0.0999563509384548
2015-07-28,9.285,9.328,10.619000000000002,9.277999999999999,64600.0,603030,-0.09524733268671204,-0.09524733268671204
2015-07-29,9.656,10.131,10.257,8.96,56824.0,603030,0.08608490566037745,0.08608490566037745
2015-07-30,9.347999999999999,10.121,10.984000000000002,9.347999999999999,76282.0,603030,-0.0009870693909781647,-0.0009870693909781651
2015-07-31,9.789,10.224,10.622,9.722999999999999,47292.0,603030,0.010176859994071709,0.010176859994071709
2015-08-03,10.121,10.171,10.532,9.623,49034.0,603030,-0.005183881064162835,-0.005183881064162835
2015-08-04,10.148,11.19,11.19,10.144,67203.0,603030,0.10018680562383249,0.10018680562383248
2015-08-05,11.216,11.700999999999999,12.270999999999999,10.957,96136.0,603030,0.04566577301161745,0.04566577301161745
2015-08-06,11.279000000000002,11.093,11.807,10.854000000000001,54637.0,603030,-0.05196137082300648,-0.05196137082300648
2015-08-07,11.0,11.136,11.508,11.0,70136.0,603030,0.0038763183989902875,0.0038763183989902884
2015-08-10,11.216,11.72,12.012,11.024000000000001,72704.0,603030,0.052442528735632314,0.05244252873563232
2015-08-11,11.604000000000001,11.657,12.012,11.468,67575.0,603030,-0.005375426621160462,-0.005375426621160462
2015-08-12,11.462,11.044,11.671,10.967,51995.0,603030,-0.052586428755254315,-0.05258642875525432
2015-08-13,10.950999999999999,11.15,11.232999999999999,10.745,36579.0,603030,0.00959797174936616,0.00959797174936616
2015-08-14,11.309000000000001,11.263,11.561,11.14,46440.0,603030,0.010134529147982022,0.010134529147982022
2015-08-17,11.263,11.05,11.263,10.785,32121.0,603030,-0.01891148006747751,-0.01891148006747751
2015-08-18,11.117,9.945,11.117,9.945,39942.0,603030,-0.10000000000000003,-0.10000000000000003
2015-08-19,9.451,10.055,10.254000000000001,9.059,43971.0,603030,0.011060834590246298,0.011060834590246298
2015-08-20,9.955,9.866,10.021,9.408,23733.0,603030,-0.018796618597712585,-0.018796618597712585
2015-08-21,9.623,9.082,9.773,9.043,24447.0,603030,-0.0794648287046421,-0.0794648287046421
2015-08-24,8.621,8.173,8.794,8.173,19523.0,603030,-0.10008808632459817,-0.10008808632459816
2015-08-25,7.36,7.357,7.619,7.357,22477.0,603030,-0.09984093967943225,-0.09984093967943224
2015-08-26,7.3870000000000005,7.138,7.898,6.7929999999999975,41733.0,603030,-0.02976756830229717,-0.029767568302297168
2015-08-27,7.261,7.4860000000000015,7.5,6.803,30408.0,603030,0.04875315214345778,0.04875315214345778
2015-08-28,7.599,8.142999999999999,8.163,7.466,37075.0,603030,0.08776382580817489,0.08776382580817489
2015-08-31,7.963999999999999,7.4929999999999986,8.094,7.473,23023.0,603030,-0.07982316099717554,-0.07982316099717554
2015-09-01,7.43,6.742999999999999,7.43,6.742999999999999,23513.0,603030,-0.100093420525824,-0.100093420525824
2015-09-02,6.308,6.434,7.117999999999999,6.222,22013.0,603030,-0.045825300311433975,-0.045825300311433975
2015-09-07,6.64,6.693,6.912000000000001,6.521,18320.0,603030,0.04025489586571331,0.04025489586571331
