代码,名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称
002055,得润电子,2047,电子元器件,5141,基础元器件
002056,横店东磁,2077,复合材料,5082,复合材料Ⅱ
002057,中钢天源,2077,复合材料,5082,复合材料Ⅱ
002058,威 尔 泰,2041,仪器仪表,5120,仪器仪表Ⅱ
002059,云南旅游,2068,旅游,5168,旅游Ⅱ
002060,粤 水 电,2054,工程建筑,5193,专业工程
002061,江山化工,2016,化工,5051,精细化工
002062,宏润建设,2054,工程建筑,5192,一般工程
002063,远光软件,2063,软件及系统,5155,行业应用系统
002064,华峰氨纶,2020,化纤,5062,氨纶
002065,东华软件,2063,软件及系统,5155,行业应用系统
002066,瑞泰科技,2032,建材,5092,其他建材
002067,景兴纸业,2014,造纸,5043,普通纸
002068,黑猫股份,2016,化工,5054,炭黑
002069,獐子岛,2002,牧渔,5006,海水养殖
002070,*ST众和,2011,纺织,5035,印染
002071,长城影视,2073,文化传媒,5172,广告
002072,凯瑞德,2076,互联网,5158,互联网Ⅱ
002073,软控股份,2038,专用设备,5112,轮胎制造设备
002074,国轩高科,2077,复合材料,5082,复合材料Ⅱ
002075,沙钢股份,2006,钢铁,5015,普钢
002076,雪 莱 特,2040,家电,5123,小家电
002077,大港股份,2072,房地产,5191,房地产Ⅱ
002078,太阳纸业,2014,造纸,5043,普通纸
002079,苏州固锝,2047,电子元器件,5141,基础元器件
002080,中材科技,2077,复合材料,5082,复合材料Ⅱ
002081,金 螳 螂,2054,工程建筑,5194,建筑装饰
002082,栋梁新材,2007,有色金属,5019,金属压延
002083,孚日股份,2011,纺织,5038,家纺
002084,海鸥卫浴,2032,建材,5088,卫浴
002085,万丰奥威,2043,汽车配件,5129,汽车配件Ⅱ
002086,东方海洋,2002,牧渔,5006,海水养殖
002087,新野纺织,2011,纺织,5036,棉纺
002088,鲁阳节能,2032,建材,5089,陶瓷
002089,新 海 宜,2048,通信设备,5150,通信交换传输设备
002090,金智科技,2039,电气设备,5115,电气自控设备
002091,江苏国泰,2064,贸易,5159,贸易Ⅱ
002092,中泰化学,2016,化工,5048,氯碱
002093,国脉科技,2051,通信服务,5152,通信服务Ⅱ
002094,青岛金王,2019,日用化工,5066,日用化工Ⅱ
002095,生 意 宝,2076,互联网,5158,互联网Ⅱ
002096,南岭民爆,2016,化工,5052,民爆
002097,山河智能,2034,工程机械,5098,工程机械Ⅱ
002098,浔兴股份,2012,服装,5041,服装辅料
002099,海翔药业,2021,医药制造,5071,化学原料药
002100,天康生物,2003,饲料加工,5008,饲料加工Ⅱ
002101,广东鸿图,2043,汽车配件,5129,汽车配件Ⅱ
002102,冠福股份,2078,综合行业,5199,综合行业Ⅱ
002103,广博股份,2079,轻工产品,5174,轻工产品Ⅱ
002104,恒宝股份,2047,电子元器件,5143,集成电路
002105,信隆健康,2046,摩托自行车,5133,自行车
002106,莱宝高科,2047,电子元器件,5140,显示器件
002107,沃华医药,2022,中药,5074,中成药
002108,沧州明珠,2081,塑胶制品,5211,塑料
002109,兴化股份,2016,化工,5055,其他化工制品
002110,三钢闽光,2006,钢铁,5015,普钢
002111,威海广泰,2045,航天国防,5130,航天国防Ⅱ
002112,三变科技,2039,电气设备,5116,输变电设备
002113,天润数娱,2076,互联网,5158,互联网Ⅱ
002114,罗平锌电,2007,有色金属,5021,金属采掘
002115,三维通信,2048,通信设备,5148,通信方案提供商
002116,中国海诚,2054,工程建筑,5193,专业工程
002117,东港股份,2015,包装印刷,5046,印刷
002118,紫鑫药业,2022,中药,5074,中成药
002119,康强电子,2047,电子元器件,5141,基础元器件
002120,韵达股份,2062,仓储物流,5215,快递
002121,科陆电子,2041,仪器仪表,5120,仪器仪表Ⅱ
002122,天马股份,2037,机械配件,5094,轴承阀门制造
002123,梦网集团,2039,电气设备,5115,电气自控设备
002124,天邦股份,2003,饲料加工,5008,饲料加工Ⅱ
002125,湘潭电化,2016,化工,5055,其他化工制品
002126,银轮股份,2043,汽车配件,5129,汽车配件Ⅱ
002127,南极电商,2076,互联网,5158,互联网Ⅱ
002128,露天煤业,2004,煤炭,5010,煤炭Ⅱ
002129,中环股份,2077,复合材料,5083,光伏电池
002130,沃尔核材,2077,复合材料,5082,复合材料Ⅱ
002131,利欧股份,2076,互联网,5158,互联网Ⅱ
002132,恒星科技,2033,金属制品,5093,金属制品Ⅱ
002133,广宇集团,2072,房地产,5191,房地产Ⅱ
002134,*ST普林,2047,电子元器件,5142,印制电路板
002135,东南网架,2054,工程建筑,5195,钢结构
002136,安 纳 达,2016,化工,5051,精细化工
002137,麦达数字,2076,互联网,5158,互联网Ⅱ
002138,顺络电子,2047,电子元器件,5141,基础元器件
002139,拓邦股份,2047,电子元器件,5144,智能控制器
002140,东华科技,2054,工程建筑,5193,专业工程
002141,贤丰控股,2033,金属制品,5093,金属制品Ⅱ
002142,宁波银行,2069,银行,5186,银行Ⅱ
002143,印纪传媒,2073,文化传媒,5172,广告
002144,宏达高科,2011,纺织,5036,棉纺
002145,中核钛白,2016,化工,5051,精细化工
002146,荣盛发展,2072,房地产,5191,房地产Ⅱ
002147,新光圆成,2072,房地产,5191,房地产Ⅱ
002148,北纬科技,2051,通信服务,5152,通信服务Ⅱ
002149,西部材料,2008,有色矿采,5202,稀有金属
002150,通润装备,2033,金属制品,5093,金属制品Ⅱ
002151,北斗星通,2048,通信设备,5148,通信方案提供商
002152,广电运通,2050,电子设备,5154,电子设备Ⅱ
002153,石基信息,2063,软件及系统,5155,行业应用系统
002154,报 喜 鸟,2012,服装,5040,服装Ⅱ
002155,湖南黄金,2008,有色矿采,5201,黄金
002156,通富微电,2047,电子元器件,5143,集成电路
002157,正邦科技,2003,饲料加工,5008,饲料加工Ⅱ
002158,汉钟精机,2038,专用设备,5106,制冷设备
002159,三特索道,2068,旅游,5168,旅游Ⅱ
002160,常铝股份,2007,有色金属,5019,金属压延
002161,远 望 谷,2050,电子设备,5154,电子设备Ⅱ
002162,悦心健康,2032,建材,5089,陶瓷
002163,中航三鑫,2054,工程建筑,5194,建筑装饰
002164,宁波东力,2037,机械配件,5095,齿轮、制动制造
002165,红 宝 丽,2016,化工,5055,其他化工制品
002166,莱茵生物,2023,生物制品,5079,生物制品Ⅱ
002167,东方锆业,2008,有色矿采,5202,稀有金属
002168,深圳惠程,2039,电气设备,5116,输变电设备
002169,智光电气,2039,电气设备,5115,电气自控设备
002170,芭田股份,2017,化肥,5059,复合肥
002171,楚江新材,2007,有色金属,5019,金属压延
002172,澳洋科技,2020,化纤,5061,粘胶纤维
002173,创新医疗,2025,医疗服务,5205,医疗服务Ⅱ
002174,游族网络,2076,互联网,5158,互联网Ⅱ
002175,东方网络,2073,文化传媒,5173,广播电影电视
002176,江特电机,2038,专用设备,5114,其他专用设备
002177,御银股份,2050,电子设备,5154,电子设备Ⅱ
002178,延华智能,2063,软件及系统,5155,行业应用系统
002179,中航光电,2047,电子元器件,5141,基础元器件
002180,纳思达,2047,电子元器件,5143,集成电路
002181,粤 传 媒,2073,文化传媒,5170,出版发行
002182,云海金属,2007,有色金属,5021,金属采掘
002183,怡 亚 通,2062,仓储物流,5185,仓储物流Ⅱ
002184,海得控制,2041,仪器仪表,5119,工业控制自动化
002185,华天科技,2047,电子元器件,5143,集成电路
002186,全 聚 德,2067,酒店餐饮,5167,餐饮
002187,广百股份,2066,零售业,5162,百货
002188,巴士在线,2073,文化传媒,5172,广告
002189,利达光电,2047,电子元器件,5141,基础元器件
002190,成飞集成,2043,汽车配件,5129,汽车配件Ⅱ
002191,劲嘉股份,2015,包装印刷,5046,印刷
002192,融捷股份,2077,复合材料,5082,复合材料Ⅱ
002193,如意集团,2011,纺织,5037,毛纺
002194,武汉凡谷,2048,通信设备,5151,通信配件
002195,二三四五,2076,互联网,5158,互联网Ⅱ
002196,方正电机,2038,专用设备,5114,其他专用设备
002197,证通电子,2050,电子设备,5154,电子设备Ⅱ
002198,嘉应制药,2022,中药,5074,中成药
002199,东晶电子,2047,电子元器件,5141,基础元器件
002200,云投生态,2080,园林工程,5203,园林工程Ⅱ
002201,九鼎新材,2077,复合材料,5085,玻璃纤维
002202,金风科技,2039,电气设备,5117,发电机组
002203,海亮股份,2007,有色金属,5019,金属压延
002204,大连重工,2034,工程机械,5098,工程机械Ⅱ
002205,国统股份,2032,建材,5092,其他建材
002206,海 利 得,2020,化纤,5064,涤纶
002207,*ST准油,2005,石油石化,5013,石油技术服务
002208,合肥城建,2072,房地产,5191,房地产Ⅱ
002209,达 意 隆,2036,轻工机械,5102,印刷包装机械
002210,飞马国际,2062,仓储物流,5185,仓储物流Ⅱ
002211,宏达新材,2016,化工,5055,其他化工制品
002212,南洋股份,2039,电气设备,5116,输变电设备
002213,特 尔 佳,2043,汽车配件,5129,汽车配件Ⅱ
002214,大立科技,2041,仪器仪表,5120,仪器仪表Ⅱ
002215,诺 普 信,2018,农药,5067,农药Ⅱ
002216,三全食品,2009,食品饮料,5213,食品
002217,合力泰,2047,电子元器件,5140,显示器件
002218,拓日新能,2077,复合材料,5083,光伏电池
002219,恒康医疗,2025,医疗服务,5205,医疗服务Ⅱ
002220,天宝食品,2009,食品饮料,5213,食品
002221,东华能源,2005,石油石化,5012,石油贸易
002222,福晶科技,2047,电子元器件,5141,基础元器件
002223,鱼跃医疗,2025,医疗服务,5081,医疗器械
002224,三 力 士,2081,塑胶制品,5212,橡胶
002225,濮耐股份,2032,建材,5092,其他建材
002226,江南化工,2016,化工,5052,民爆
002227,奥 特 迅,2039,电气设备,5116,输变电设备
002228,合兴包装,2015,包装印刷,5047,包装
002229,鸿博股份,2015,包装印刷,5046,印刷
002230,科大讯飞,2063,软件及系统,5155,行业应用系统
002231,奥维通信,2048,通信设备,5148,通信方案提供商
002232,启明信息,2063,软件及系统,5155,行业应用系统
002233,塔牌集团,2029,水泥,5087,水泥Ⅱ
002234,民和股份,2002,牧渔,5004,养殖畜牧
002235,安妮股份,2014,造纸,5044,特种纸
002236,大华股份,2050,电子设备,5154,电子设备Ⅱ
002237,恒邦股份,2008,有色矿采,5201,黄金
002238,天威视讯,2073,文化传媒,5171,有线电视网络
002239,奥特佳,2043,汽车配件,5129,汽车配件Ⅱ
002240,威华股份,2013,木材家具,5042,木材家具Ⅱ
002241,歌尔股份,2047,电子元器件,5146,其他电子元器件
002242,九阳股份,2040,家电,5123,小家电
002243,通产丽星,2015,包装印刷,5047,包装
002244,滨江集团,2072,房地产,5191,房地产Ⅱ
002245,澳洋顺昌,2062,仓储物流,5185,仓储物流Ⅱ
002246,北化股份,2016,化工,5052,民爆
002247,帝龙文化,2054,工程建筑,5194,建筑装饰
002248,*ST东数,2035,机床设备,5099,机床
002249,大洋电机,2040,家电,5122,白色家电
002250,联化科技,2016,化工,5051,精细化工
002251,步 步 高,2066,零售业,5163,超市连锁
002252,上海莱士,2023,生物制品,5076,血液制品
002253,川大智胜,2063,软件及系统,5155,行业应用系统
002254,泰和新材,2020,化纤,5062,氨纶
002255,海陆重工,2038,专用设备,5107,锅炉
002256,兆新股份,2016,化工,5049,涂料油漆
002258,利尔化学,2018,农药,5067,农药Ⅱ
002259,升达林业,2053,公用事业,5137,供气
002260,德奥通航,2040,家电,5123,小家电
002261,拓维信息,2051,通信服务,5152,通信服务Ⅱ
002262,恩华药业,2021,医药制造,5072,化学药剂
002263,大 东 南,2081,塑胶制品,5211,塑料
002264,新 华 都,2066,零售业,5163,超市连锁
002265,西仪股份,2043,汽车配件,5129,汽车配件Ⅱ
002266,浙富控股,2039,电气设备,5117,发电机组
002267,陕天然气,2053,公用事业,5137,供气
002268,卫 士 通,2063,软件及系统,5157,网络安全服务
002269,美邦服饰,2012,服装,5040,服装Ⅱ
002270,华明装备,2039,电气设备,5116,输变电设备
002271,东方雨虹,2032,建材,5092,其他建材
002272,川润股份,2038,专用设备,5114,其他专用设备
002273,水晶光电,2047,电子元器件,5141,基础元器件
002274,华昌化工,2017,化肥,5059,复合肥
002275,桂林三金,2022,中药,5074,中成药
002276,万马股份,2039,电气设备,5116,输变电设备
002277,友阿股份,2066,零售业,5162,百货
002278,神开股份,2038,专用设备,5111,石油开采设备
002279,久其软件,2063,软件及系统,5155,行业应用系统
002280,联络互动,2063,软件及系统,5155,行业应用系统
002281,光迅科技,2048,通信设备,5151,通信配件
002282,博深工具,2038,专用设备,5114,其他专用设备
002283,天润曲轴,2043,汽车配件,5129,汽车配件Ⅱ
002284,亚太股份,2043,汽车配件,5129,汽车配件Ⅱ
002285,世联行,2072,房地产,5191,房地产Ⅱ
002286,保龄宝,2009,食品饮料,5213,食品
002287,奇正藏药,2022,中药,5073,民族药
002288,超华科技,2047,电子元器件,5142,印制电路板
002289,宇顺电子,2047,电子元器件,5140,显示器件
002290,中科新材,2040,家电,5122,白色家电
002291,星期六,2012,服装,5040,服装Ⅱ
002292,奥飞娱乐,2073,文化传媒,5173,广播电影电视
002293,罗莱生活,2011,纺织,5038,家纺
002294,信立泰,2021,医药制造,5072,化学药剂
002295,精艺股份,2007,有色金属,5019,金属压延
002296,辉煌科技,2048,通信设备,5151,通信配件
002297,博云新材,2077,复合材料,5082,复合材料Ⅱ
002298,中电鑫龙,2050,电子设备,5154,电子设备Ⅱ
002299,圣农发展,2002,牧渔,5004,养殖畜牧
002300,太阳电缆,2039,电气设备,5116,输变电设备
002301,齐心集团,2079,轻工产品,5174,轻工产品Ⅱ
002302,西部建设,2032,建材,5091,混凝土
002303,美盈森,2015,包装印刷,5047,包装
002304,洋河股份,2010,酿酒,5030,白酒
002305,南国置业,2072,房地产,5191,房地产Ⅱ
002306,*ST云网,2063,软件及系统,5155,行业应用系统
002307,北新路桥,2054,工程建筑,5192,一般工程
002308,威创股份,2050,电子设备,5154,电子设备Ⅱ
002309,中利集团,2039,电气设备,5116,输变电设备
002310,东方园林,2080,园林工程,5203,园林工程Ⅱ
002311,海大集团,2003,饲料加工,5008,饲料加工Ⅱ
002312,*ST三泰,2050,电子设备,5154,电子设备Ⅱ
002313,日海通讯,2048,通信设备,5150,通信交换传输设备
002314,南山控股,2072,房地产,5191,房地产Ⅱ
002315,焦点科技,2076,互联网,5158,互联网Ⅱ
002316,键桥通讯,2048,通信设备,5148,通信方案提供商
002317,众生药业,2022,中药,5074,中成药
002318,久立特材,2006,钢铁,5015,普钢
002319,乐通股份,2016,化工,5049,涂料油漆
002320,海峡股份,2057,水上运输,5178,内河沿海运输
002321,华英农业,2002,牧渔,5004,养殖畜牧
002322,理工环科,2039,电气设备,5115,电气自控设备
002323,雅百特,2054,工程建筑,5194,建筑装饰
002324,普利特,2081,塑胶制品,5211,塑料
002325,洪涛股份,2054,工程建筑,5194,建筑装饰
002326,永太科技,2016,化工,5051,精细化工
002327,富安娜,2011,纺织,5038,家纺
002328,新朋股份,2043,汽车配件,5129,汽车配件Ⅱ
002329,皇氏集团,2009,食品饮料,5213,食品
002330,得利斯,2009,食品饮料,5213,食品
002331,皖通科技,2063,软件及系统,5155,行业应用系统
002332,仙琚制药,2021,医药制造,5072,化学药剂
002333,罗普斯金,2007,有色金属,5019,金属压延
002334,英威腾,2039,电气设备,5115,电气自控设备
002335,科华恒盛,2039,电气设备,5116,输变电设备
002336,人人乐,2066,零售业,5163,超市连锁
002337,赛象科技,2038,专用设备,5112,轮胎制造设备
002338,奥普光电,2041,仪器仪表,5120,仪器仪表Ⅱ
002339,积成电子,2039,电气设备,5116,输变电设备
002340,格林美,2082,环境保护,5216,环境保护Ⅱ
002341,新纶科技,2016,化工,5055,其他化工制品
002342,巨力索具,2033,金属制品,5093,金属制品Ⅱ
002343,慈文传媒,2073,文化传媒,5173,广播电影电视
002344,海宁皮城,2066,零售业,5162,百货
002345,潮宏基,2079,轻工产品,5217,家用轻工
002346,柘中股份,2039,电气设备,5116,输变电设备
002347,泰尔股份,2037,机械配件,5094,轴承阀门制造
002348,高乐股份,2079,轻工产品,5175,玩具
002349,精华制药,2022,中药,5074,中成药
002350,北京科锐,2039,电气设备,5116,输变电设备
002351,漫步者,2047,电子元器件,5146,其他电子元器件
002352,顺丰控股,2062,仓储物流,5215,快递
002353,杰瑞股份,2038,专用设备,5111,石油开采设备
002354,天神娱乐,2076,互联网,5158,互联网Ⅱ
002355,兴民智通,2043,汽车配件,5129,汽车配件Ⅱ
002356,赫美集团,2079,轻工产品,5217,家用轻工
002357,富临运业,2056,公共交通,5184,公共交通Ⅱ
002358,森源电气,2039,电气设备,5116,输变电设备
002359,北讯集团,2033,金属制品,5093,金属制品Ⅱ
002360,同德化工,2016,化工,5052,民爆
002361,神剑股份,2016,化工,5048,氯碱
002362,汉王科技,2063,软件及系统,5155,行业应用系统
002363,隆基机械,2043,汽车配件,5129,汽车配件Ⅱ
002364,中恒电气,2039,电气设备,5116,输变电设备
002365,永安药业,2021,医药制造,5071,化学原料药
002366,台海核电,2038,专用设备,5114,其他专用设备
002367,康力电梯,2038,专用设备,5105,电梯
002368,太极股份,2063,软件及系统,5155,行业应用系统
002369,卓翼科技,2048,通信设备,5150,通信交换传输设备
002370,亚太药业,2021,医药制造,5072,化学药剂
002371,北方华创,2050,电子设备,5154,电子设备Ⅱ
002372,伟星新材,2081,塑胶制品,5211,塑料
002373,千方科技,2063,软件及系统,5155,行业应用系统
