date,returnRate
2013-01-04,
2013-01-07,0.012452408824312037
2013-01-08,0.0022109507949387803
2013-01-09,0.00010634120981911037
2013-01-10,0.00605973628183553
2013-01-11,-0.014962275510585099
2013-01-14,0.031793209976950516
2013-01-15,0.021703124828436882
2013-01-16,-0.005658220939328435
2013-01-17,-0.01583498571113813
2013-01-18,0.010545182865880439
2013-01-21,0.01202184447340742
2013-01-22,-0.016814801501884157
2013-01-23,0.006376301129728134
2013-01-24,-0.02854064449583482
2013-01-25,-0.0038016820581369365
2013-01-28,0.02534706940787493
2013-01-29,0.011529643939325032
2013-01-30,-0.004756598556349937
2013-01-31,-0.002629049443529632
2013-02-01,0.0026211761154760365
2013-02-04,-0.0094983630037219
2013-02-05,0.019949800352074085
2013-02-06,-0.00038620925774882276
2013-02-07,0.0007605650646096894
2013-02-08,0.016087610054940145
2013-02-18,0.01014700346110264
2013-02-19,-0.022830995761289424
2013-02-20,0.014798568696264017
2013-02-21,-0.023759223404032342
2013-02-22,0.0042754333404186025
2013-02-25,0.016557094164868044
2013-02-26,-0.009355174657716932
2013-02-27,-0.0026162174839602197
2013-02-28,0.018111323738214075
2013-03-01,0.010548075454284978
2013-03-04,-0.0316926127121982
2013-03-05,0.024772080994178713
2013-03-06,0.017491554062704567
2013-03-07,-0.006281771886472672
2013-03-08,-0.008118859473347242
2013-03-11,0.0042782485516620105
2013-03-12,-0.024833688612104936
2013-03-13,-0.010808283376581242
2013-03-14,-0.0009312129285352257
2013-03-15,0.0035053015973404763
2013-03-18,-0.00759429921222856
2013-03-19,8.983516572809369e-05
2013-03-20,0.01726284736140223
2013-03-21,0.0023602598507795913
2013-03-22,-0.004309302429747162
2013-03-25,0.0051157548023149525
2013-03-26,-0.007197940681462585
2013-03-27,0.0192002463613957
2013-03-28,-0.032039304285153926
2013-03-29,-0.005190430430561531
2013-04-01,0.0002713328824139337
2013-04-02,-0.013535308530975147
2013-04-03,-0.01463394162391656
2013-04-08,-0.00877875980921751
2013-04-09,0.014409404741649241
2013-04-10,0.004808358596011422
2013-04-11,-0.0015575428816406926
2013-04-12,-0.007354177231254476
2013-04-15,-0.009677880410585196
2013-04-16,0.01212886494526564
2013-04-17,0.0031323857509733275
2013-04-18,0.001421090111083118
2013-04-19,0.023557614789510625
2013-04-22,-0.006728235403788531
2013-04-23,-0.030817449694477434
2013-04-24,0.020496156599634704
2013-04-25,-0.021634451302231798
2013-04-26,-0.03549863838960198
2013-05-02,0.00716746741833595
2013-05-03,0.016124265648231953
2013-05-06,0.013614962746054319
2013-05-07,0.0035700570115639015
2013-05-08,0.01695052841185062
2013-05-09,-0.0011280732273793235
2013-05-10,0.014074698706809845
2013-05-13,0.0056687352433892075
2013-05-14,0.0002874952457704543
2013-05-15,0.008977644998778626
2013-05-16,0.002781058581177821
2013-05-17,0.012736008683162048
2013-05-20,0.01230233507459184
